"Station Name","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL"
"2012-03-24 04:00","2012","03","24","04:00"," ","","M","","M","","M","5","","13","","","","101.91","","","","","","NA"
"2012-03-24 05:00","2012","03","24","05:00"," ","","M","","M","","M","5","","13","","","","101.92","","","","","","NA"
"2012-03-24 06:00","2012","03","24","06:00"," ","","M","","M","","M","4","","15","","","","101.97","","","","","","NA"
"2012-03-24 07:00","2012","03","24","07:00"," ","","M","","M","","M","5","","11","","","","102.00","","","","","","NA"
"2012-03-24 08:00","2012","03","24","08:00"," ","","M","","M","","M","5","","15","","","","102.00","","","","","","NA"
"2012-03-24 09:00","2012","03","24","09:00"," ","","M","","M","","M","5","","19","","","","101.98","","","","","","NA"
"2012-03-24 10:00","2012","03","24","10:00"," ","","M","","M","","M","4","","19","","","","101.91","","","","","","NA"
"2012-03-24 11:00","2012","03","24","11:00"," ","","M","","M","","M","4","","22","","","","101.88","","","","","","NA"
"2012-03-24 12:00","2012","03","24","12:00"," ","","M","","M","","M","4","","15","","","","101.82","","","","","","NA"
"2012-03-24 13:00","2012","03","24","13:00"," ","","M","","M","","M","4","","15","","","","101.77","","","","","","NA"
"2012-03-24 14:00","2012","03","24","14:00"," ","","M","","M","","M","3","","7","","","","101.71","","","","","","NA"
"2012-03-24 15:00","2012","03","24","15:00"," ","","M","","M","","M","1","","6","","","","101.63","","","","","","NA"
"2012-03-24 16:00","2012","03","24","16:00"," ","","M","","M","","M","3","","7","","","","101.56","","","","","","NA"
"2012-03-24 17:00","2012","03","24","17:00"," ","","M","","M","","M","4","","15","","","","101.50","","","","","","NA"
"2012-03-24 18:00","2012","03","24","18:00"," ","","M","","M","","M","4","","11","","","","101.48","","","","","","NA"
"2012-03-24 19:00","2012","03","24","19:00"," ","","M","","M","","M","5","","11","","","","101.41","","","","","","NA"
"2012-03-24 20:00","2012","03","24","20:00"," ","","M","","M","","M","4","","7","","","","101.38","","","","","","NA"
"2012-03-24 21:00","2012","03","24","21:00"," ","","M","","M","","M","8","","7","","","","101.30","","","","","","NA"
"2012-03-24 22:00","2012","03","24","22:00"," ","","M","","M","","M","4","","7","","","","101.24","","","","","","NA"
"2012-03-24 23:00","2012","03","24","23:00"," ","","M","","M","","M","4","","7","","","","101.18","","","","","","NA"
"2012-03-25 00:00","2012","03","25","00:00"," ","","M","","M","","M","4","","17","","","","101.08","","","","","","NA"
"2012-03-25 01:00","2012","03","25","01:00"," ","","M","","M","","M","4","","13","","","","101.05","","","","","","NA"
"2012-03-25 02:00","2012","03","25","02:00"," ","","M","","M","","M","4","","9","","","","100.94","","","","","","NA"
"2012-03-25 03:00","2012","03","25","03:00"," ","","M","","M","","M","3","","6","","","","100.86","","","","","","NA"
"2012-03-25 04:00","2012","03","25","04:00"," ","","M","","M","","M","35","","7","","","","100.82","","","","","","NA"
"2012-03-25 05:00","2012","03","25","05:00"," ","","M","","M","","M","3","","11","","","","100.77","","","","","","NA"
"2012-03-25 06:00","2012","03","25","06:00"," ","","M","","M","","M","3","","15","","","","100.79","","","","","","NA"
"2012-03-25 07:00","2012","03","25","07:00"," ","","M","","M","","M","3","","11","","","","100.79","","","","","","NA"
"2012-03-25 08:00","2012","03","25","08:00"," ","","M","","M","","M","1","","6","","","","100.76","","","","","","NA"
"2012-03-25 09:00","2012","03","25","09:00"," ","","M","","M","","M","32","","4","","","","100.73","","","","","","NA"
"2012-03-25 10:00","2012","03","25","10:00"," ","","M","","M","","M","32","","2","","","","100.68","","","","","","NA"
"2012-03-25 11:00","2012","03","25","11:00"," ","","M","","M","","M","18","","4","","","","100.61","","","","","","NA"
"2012-03-25 12:00","2012","03","25","12:00"," ","","M","","M","","M","26","","6","","","","100.57","","","","","","NA"
"2012-03-25 13:00","2012","03","25","13:00"," ","","M","","M","","M","27","","6","","","","100.49","","","","","","NA"
"2012-03-25 14:00","2012","03","25","14:00"," ","","M","","M","","M","22","","9","","","","100.41","","","","","","NA"
"2012-03-25 15:00","2012","03","25","15:00"," ","","M","","M","","M","21","","9","","","","100.31","","","","","","NA"
"2012-03-25 16:00","2012","03","25","16:00"," ","","M","","M","","M","21","","7","","","","100.29","","","","","","NA"
"2012-03-25 17:00","2012","03","25","17:00"," ","","M","","M","","M","23","","7","","","","100.28","","","","","","NA"
"2012-03-25 18:00","2012","03","25","18:00"," ","","M","","M","","M","28","","6","","","","100.30","","","","","","NA"
"2012-03-25 19:00","2012","03","25","19:00"," ","","M","","M","","M","25","","6","","","","100.27","","","","","","NA"
"2012-03-25 20:00","2012","03","25","20:00"," ","","M","","M","","M","18","","7","","","","100.25","","","","","","NA"
"2012-03-25 21:00","2012","03","25","21:00"," ","","M","","M","","M","22","","9","","","","100.24","","","","","","NA"
"2012-03-25 22:00","2012","03","25","22:00"," ","","M","","M","","M","23","","9","","","","100.20","","","","","","NA"
"2012-03-25 23:00","2012","03","25","23:00"," ","","M","","M","","M","27","","7","","","","100.14","","","","","","NA"
"2012-03-26 00:00","2012","03","26","00:00"," ","","M","","M","","M","32","","26","","","","100.18","","","","","","NA"
"2012-03-26 01:00","2012","03","26","01:00"," ","","M","","M","","M","32","","37","","","","100.32","","","","","","NA"
"2012-03-26 02:00","2012","03","26","02:00"," ","","M","","M","","M","32","","24","","","","100.42","","","","","","NA"
"2012-03-26 03:00","2012","03","26","03:00"," ","","M","","M","","M","34","","26","","","","100.62","","","","","","NA"
"2012-03-26 04:00","2012","03","26","04:00"," ","","M","","M","","M","33","","24","","","","100.76","","","","","","NA"
"2012-03-26 05:00","2012","03","26","05:00"," ","","M","","M","","M","32","","26","","","","100.89","","","","","","NA"
"2012-03-26 06:00","2012","03","26","06:00"," ","","M","","M","","M","32","","33","","","","101.06","","","","","","NA"
"2012-03-26 07:00","2012","03","26","07:00"," ","","M","","M","","M","33","","28","","","","101.21","","","","","","NA"
"2012-03-26 08:00","2012","03","26","08:00"," ","","M","","M","","M","30","","30","","","","101.30","","","","","","NA"
"2012-03-26 09:00","2012","03","26","09:00"," ","","M","","M","","M","31","","24","","","","101.35","","","","","","NA"
"2012-03-26 10:00","2012","03","26","10:00"," ","","M","","M","","M","33","","28","","","","101.34","","","","","","NA"
"2012-03-26 11:00","2012","03","26","11:00"," ","","M","","M","","M","31","","30","","","","101.32","","","","","","NA"
"2012-03-26 12:00","2012","03","26","12:00"," ","","M","","M","","M","29","","28","","","","101.30","","","","","","NA"
"2012-03-26 13:00","2012","03","26","13:00"," ","","M","","M","","M","32","","30","","","","101.28","","","","","","NA"
"2012-03-26 14:00","2012","03","26","14:00"," ","","M","","M","","M","32","","30","","","","101.27","","","","","","NA"
"2012-03-26 15:00","2012","03","26","15:00"," ","","M","","M","","M","32","","39","","","","101.26","","","","","","NA"
"2012-03-26 16:00","2012","03","26","16:00"," ","","M","","M","","M","31","","39","","","","101.30","","","","","","NA"
"2012-03-26 17:00","2012","03","26","17:00"," ","","M","","M","","M","31","","32","","","","101.36","","","","","","NA"
"2012-03-26 18:00","2012","03","26","18:00"," ","","M","","M","","M","33","","35","","","","101.46","","","","","","NA"
"2012-03-26 19:00","2012","03","26","19:00"," ","","M","","M","","M","34","","26","","","","101.59","","","","","","NA"
"2012-03-26 20:00","2012","03","26","20:00"," ","","M","","M","","M","34","","39","","","","101.71","","","","","","NA"
"2012-03-26 21:00","2012","03","26","21:00"," ","","M","","M","","M","33","","30","","","","101.82","","","","","","NA"
"2012-03-26 22:00","2012","03","26","22:00"," ","","M","","M","","M","33","","32","","","","101.86","","","","","","NA"
"2012-03-26 23:00","2012","03","26","23:00"," ","","M","","M","","M","33","","28","","","","101.93","","","","","","NA"
"2012-03-27 00:00","2012","03","27","00:00"," ","","M","","M","","M","33","","26","","","","101.96","","","","","","NA"
"2012-03-27 01:00","2012","03","27","01:00"," ","","M","","M","","M","33","","20","","","","101.99","","","","","","NA"
"2012-03-27 02:00","2012","03","27","02:00"," ","","M","","M","","M","34","","19","","","","102.06","","","","","","NA"
"2012-03-27 03:00","2012","03","27","03:00"," ","","M","","M","","M","33","","15","","","","102.09","","","","","","NA"
"2012-03-27 04:00","2012","03","27","04:00"," ","","M","","M","","M","34","","15","","","","102.17","","","","","","NA"
"2012-03-27 05:00","2012","03","27","05:00"," ","","M","","M","","M","32","","11","","","","102.28","","","","","","NA"
"2012-03-27 06:00","2012","03","27","06:00"," ","","M","","M","","M","32","","13","","","","102.34","","","","","","NA"
"2012-03-27 07:00","2012","03","27","07:00"," ","","M","","M","","M","33","","11","","","","102.43","","","","","","NA"
"2012-03-27 08:00","2012","03","27","08:00"," ","","M","","M","","M","33","","15","","","","102.45","","","","","","NA"
"2012-03-27 09:00","2012","03","27","09:00"," ","","M","","M","","M","34","","9","","","","102.47","","","","","","NA"
"2012-03-27 10:00","2012","03","27","10:00"," ","","M","","M","","M","32","","6","","","","102.51","","","","","","NA"
"2012-03-27 11:00","2012","03","27","11:00"," ","","M","","M","","M","26","","9","","","","102.47","","","","","","NA"
"2012-03-27 12:00","2012","03","27","12:00"," ","","M","","M","","M","22","","9","","","","102.33","","","","","","NA"
"2012-03-27 13:00","2012","03","27","13:00"," ","","M","","M","","M","27","","13","","","","102.22","","","","","","NA"
"2012-03-27 14:00","2012","03","27","14:00"," ","","M","","M","","M","27","","7","","","","102.09","","","","","","NA"
"2012-03-27 15:00","2012","03","27","15:00"," ","","M","","M","","M","19","","17","","","","102.02","","","","","","NA"
"2012-03-27 16:00","2012","03","27","16:00"," ","","M","","M","","M","20","","19","","","","101.96","","","","","","NA"
"2012-03-27 17:00","2012","03","27","17:00"," ","","M","","M","","M","21","","17","","","","101.91","","","","","","NA"
"2012-03-27 18:00","2012","03","27","18:00"," ","","M","","M","","M","21","","13","","","","101.82","","","","","","NA"
"2012-03-27 19:00","2012","03","27","19:00"," ","","M","","M","","M","21","","11","","","","101.77","","","","","","NA"
"2012-03-27 20:00","2012","03","27","20:00"," ","","M","","M","","M","18","","11","","","","101.71","","","","","","NA"
"2012-03-27 21:00","2012","03","27","21:00"," ","","M","","M","","M","16","","11","","","","101.70","","","","","","NA"
"2012-03-27 22:00","2012","03","27","22:00"," ","","M","","M","","M","16","","20","","","","101.49","","","","","","NA"
"2012-03-27 23:00","2012","03","27","23:00"," ","","M","","M","","M","16","","13","","","","101.45","","","","","","NA"
"2012-03-28 00:00","2012","03","28","00:00"," ","","M","","M","","M","28","","4","","","","101.62","","","","","","NA"
"2012-03-28 01:00","2012","03","28","01:00"," ","","M","","M","","M","9","","11","","","","101.42","","","","","","NA"
"2012-03-28 02:00","2012","03","28","02:00"," ","","M","","M","","M","10","","11","","","","101.30","","","","","","NA"
"2012-03-28 03:00","2012","03","28","03:00"," ","","M","","M","","M","13","","22","","","","101.10","","","","","","NA"
"2012-03-28 04:00","2012","03","28","04:00"," ","","M","","M","","M","13","","26","","","","100.92","","","","","","NA"
"2012-03-28 05:00","2012","03","28","05:00"," ","","M","","M","","M","12","","24","","","","100.71","","","","","","NA"
"2012-03-28 06:00","2012","03","28","06:00"," ","","M","","M","","M","12","","26","","","","100.54","","","","","","NA"
"2012-03-28 07:00","2012","03","28","07:00"," ","","M","","M","","M","13","","24","","","","100.43","","","","","","NA"
"2012-03-28 08:00","2012","03","28","08:00"," ","","M","","M","","M","12","","19","","","","100.27","","","","","","NA"
"2012-03-28 09:00","2012","03","28","09:00"," ","","M","","M","","M","13","","20","","","","100.12","","","","","","NA"
"2012-03-28 10:00","2012","03","28","10:00"," ","","M","","M","","M","12","","15","","","","99.96","","","","","","NA"
"2012-03-28 11:00","2012","03","28","11:00"," ","","M","","M","","M","12","","15","","","","99.77","","","","","","NA"
"2012-03-28 12:00","2012","03","28","12:00"," ","","M","","M","","M","9","","9","","","","99.67","","","","","","NA"
"2012-03-28 13:00","2012","03","28","13:00"," ","","M","","M","","M","11","","11","","","","99.54","","","","","","NA"
"2012-03-28 14:00","2012","03","28","14:00"," ","","M","","M","","M","3","","9","","","","99.48","","","","","","NA"
"2012-03-28 15:00","2012","03","28","15:00"," ","","M","","M","","M","3","","17","","","","99.44","","","","","","NA"
"2012-03-28 16:00","2012","03","28","16:00"," ","","M","","M","","M","1","","19","","","","99.51","","","","","","NA"
"2012-03-28 17:00","2012","03","28","17:00"," ","","M","","M","","M","2","","19","","","","99.56","","","","","","NA"
"2012-03-28 18:00","2012","03","28","18:00"," ","","M","","M","","M","1","","15","","","","99.66","","","","","","NA"
"2012-03-28 19:00","2012","03","28","19:00"," ","","M","","M","","M","35","","13","","","","99.77","","","","","","NA"
"2012-03-28 20:00","2012","03","28","20:00"," ","","M","","M","","M","35","","15","","","","99.89","","","","","","NA"
"2012-03-28 21:00","2012","03","28","21:00"," ","","M","","M","","M","1","","13","","","","99.94","","","","","","NA"
"2012-03-28 22:00","2012","03","28","22:00"," ","","M","","M","","M","36","","11","","","","99.98","","","","","","NA"
"2012-03-28 23:00","2012","03","28","23:00"," ","","M","","M","","M","36","","13","","","","100.02","","","","","","NA"
"2012-03-29 00:00","2012","03","29","00:00"," ","","M","","M","","M","35","","11","","","","100.07","","","","","","NA"
"2012-03-29 01:00","2012","03","29","01:00"," ","","M","","M","","M","36","","15","","","","100.15","","","","","","NA"
"2012-03-29 02:00","2012","03","29","02:00"," ","","M","","M","","M","1","","15","","","","100.17","","","","","","NA"
"2012-03-29 03:00","2012","03","29","03:00"," ","","M","","M","","M","2","","13","","","","100.22","","","","","","NA"
"2012-03-29 04:00","2012","03","29","04:00"," ","","M","","M","","M","1","","11","","","","100.30","","","","","","NA"
"2012-03-29 05:00","2012","03","29","05:00"," ","","M","","M","","M","1","","11","","","","100.38","","","","","","NA"
"2012-03-29 06:00","2012","03","29","06:00"," ","","M","","M","","M","36","","7","","","","100.47","","","","","","NA"
"2012-03-29 07:00","2012","03","29","07:00"," ","","M","","M","","M","33","","9","","","","100.55","","","","","","NA"
"2012-03-29 08:00","2012","03","29","08:00"," ","","M","","M","","M","30","","7","","","","100.62","","","","","","NA"
"2012-03-29 09:00","2012","03","29","09:00"," ","","M","","M","","M","34","","15","","","","100.66","","","","","","NA"
"2012-03-29 10:00","2012","03","29","10:00"," ","","M","","M","","M","36","","13","","","","100.72","","","","","","NA"
"2012-03-29 11:00","2012","03","29","11:00"," ","","M","","M","","M","32","","11","","","","100.73","","","","","","NA"
"2012-03-29 12:00","2012","03","29","12:00"," ","","M","","M","","M","32","","7","","","","100.73","","","","","","NA"
"2012-03-29 13:00","2012","03","29","13:00"," ","","M","","M","","M","32","","15","","","","100.74","","","","","","NA"
"2012-03-29 14:00","2012","03","29","14:00"," ","","M","","M","","M","32","","19","","","","100.78","","","","","","NA"
"2012-03-29 15:00","2012","03","29","15:00"," ","","M","","M","","M","32","","20","","","","100.83","","","","","","NA"
"2012-03-29 16:00","2012","03","29","16:00"," ","","M","","M","","M","33","","22","","","","100.89","","","","","","NA"
"2012-03-29 17:00","2012","03","29","17:00"," ","","M","","M","","M","32","","24","","","","100.92","","","","","","NA"
"2012-03-29 18:00","2012","03","29","18:00"," ","","M","","M","","M","33","","26","","","","101.00","","","","","","NA"
"2012-03-29 19:00","2012","03","29","19:00"," ","","M","","M","","M","31","","22","","","","101.04","","","","","","NA"
"2012-03-29 20:00","2012","03","29","20:00"," ","","M","","M","","M","31","","19","","","","101.09","","","","","","NA"
"2012-03-29 21:00","2012","03","29","21:00"," ","","M","","M","","M","31","","30","","","","101.14","","","","","","NA"
"2012-03-29 22:00","2012","03","29","22:00"," ","","M","","M","","M","32","","20","","","","101.16","","","","","","NA"
"2012-03-29 23:00","2012","03","29","23:00"," ","","M","","M","","M","29","","24","","","","101.19","","","","","","NA"
"2012-03-30 00:00","2012","03","30","00:00"," ","","M","","M","","M","33","","22","","","","101.21","","","","","","NA"
"2012-03-30 01:00","2012","03","30","01:00"," ","","M","","M","","M","30","","22","","","","101.22","","","","","","NA"
"2012-03-30 02:00","2012","03","30","02:00"," ","","M","","M","","M","34","","19","","","","101.25","","","","","","NA"
"2012-03-30 03:00","2012","03","30","03:00"," ","","M","","M","","M","33","","19","","","","101.28","","","","","","NA"
"2012-03-30 04:00","2012","03","30","04:00"," ","","M","","M","","M","35","","7","","","","101.37","","","","","","NA"
"2012-03-30 05:00","2012","03","30","05:00"," ","","M","","M","","M","33","","6","","","","101.35","","","","","","NA"
"2012-03-30 06:00","2012","03","30","06:00"," ","","M","","M","","M","32","","17","","","","101.43","","","","","","NA"
"2012-03-30 07:00","2012","03","30","07:00"," ","","M","","M","","M","33","","19","","","","101.55","","","","","","NA"
"2012-03-30 08:00","2012","03","30","08:00"," ","","M","","M","","M","32","","13","","","","101.60","","","","","","NA"
"2012-03-30 09:00","2012","03","30","09:00"," ","","M","","M","","M","31","","9","","","","101.66","","","","","","NA"
"2012-03-30 10:00","2012","03","30","10:00"," ","","M","","M","","M","30","","11","","","","101.65","","","","","","NA"
"2012-03-30 11:00","2012","03","30","11:00"," ","","M","","M","","M","30","","7","","","","101.59","","","","","","NA"
"2012-03-30 12:00","2012","03","30","12:00"," ","","M","","M","","M","19","","17","","","","101.55","","","","","","NA"
"2012-03-30 13:00","2012","03","30","13:00"," ","","M","","M","","M","23","","7","","","","101.40","","","","","","NA"
"2012-03-30 14:00","2012","03","30","14:00"," ","","M","","M","","M","21","","13","","","","101.31","","","","","","NA"
"2012-03-30 15:00","2012","03","30","15:00"," ","","M","","M","","M","21","","13","","","","101.28","","","","","","NA"
"2012-03-30 16:00","2012","03","30","16:00"," ","","M","","M","","M","20","","17","","","","101.28","","","","","","NA"
"2012-03-30 17:00","2012","03","30","17:00"," ","","M","","M","","M","19","","15","","","","101.26","","","","","","NA"
"2012-03-30 18:00","2012","03","30","18:00"," ","","M","","M","","M","19","","13","","","","101.29","","","","","","NA"
"2012-03-30 19:00","2012","03","30","19:00"," ","","M","","M","","M","18","","9","","","","101.32","","","","","","NA"
"2012-03-30 20:00","2012","03","30","20:00"," ","","M","","M","","M","25","","6","","","","101.33","","","","","","NA"
"2012-03-30 21:00","2012","03","30","21:00"," ","","M","","M","","M","21","","2","","","","101.35","","","","","","NA"
"2012-03-30 22:00","2012","03","30","22:00"," ","","M","","M","","M","34","","2","","","","101.33","","","","","","NA"
"2012-03-30 23:00","2012","03","30","23:00"," ","","M","","M","","M","6","","6","","","","101.37","","","","","","NA"
"2012-03-31 00:00","2012","03","31","00:00"," ","","M","","M","","M","4","","11","","","","101.35","","","","","","NA"
"2012-03-31 01:00","2012","03","31","01:00"," ","","M","","M","","M","4","","13","","","","101.35","","","","","","NA"
"2012-03-31 02:00","2012","03","31","02:00"," ","","M","","M","","M","5","","7","","","","101.32","","","","","","NA"
"2012-03-31 03:00","2012","03","31","03:00"," ","","M","","M","","M","4","","11","","","","101.34","","","","","","NA"
"2012-03-31 04:00","2012","03","31","04:00"," ","","M","","M","","M","2","","11","","","","101.34","","","","","","NA"
"2012-03-31 05:00","2012","03","31","05:00"," ","","M","","M","","M","3","","11","","","","101.34","","","","","","NA"
"2012-03-31 06:00","2012","03","31","06:00"," ","","M","","M","","M","3","","13","","","","101.35","","","","","","NA"
"2012-03-31 07:00","2012","03","31","07:00"," ","","M","","M","","M","3","","15","","","","101.35","","","","","","NA"
"2012-03-31 08:00","2012","03","31","08:00"," ","","M","","M","","M","3","","17","","","","101.36","","","","","","NA"
"2012-03-31 09:00","2012","03","31","09:00"," ","","M","","M","","M","4","","13","","","","101.37","","","","","","NA"
"2012-03-31 10:00","2012","03","31","10:00"," ","","M","","M","","M","3","","11","","","","101.32","","","","","","NA"
"2012-03-31 11:00","2012","03","31","11:00"," ","","M","","M","","M","10","","7","","","","101.26","","","","","","NA"
"2012-03-31 12:00","2012","03","31","12:00"," ","","M","","M","","M","2","","7","","","","101.19","","","","","","NA"
"2012-03-31 13:00","2012","03","31","13:00"," ","","M","","M","","M","7","","7","","","","101.10","","","","","","NA"
"2012-03-31 14:00","2012","03","31","14:00"," ","","M","","M","","M","7","","6","","","","101.04","","","","","","NA"
"2012-03-31 15:00","2012","03","31","15:00"," ","","M","","M","","M","10","","6","","","","100.96","","","","","","NA"
"2012-03-31 16:00","2012","03","31","16:00"," ","","M","","M","","M","24","","4","","","","100.92","","","","","","NA"
"2012-03-31 17:00","2012","03","31","17:00"," ","","M","","M","","M","23","","6","","","","100.91","","","","","","NA"
"2012-03-31 18:00","2012","03","31","18:00"," ","","M","","M","","M","24","","4","","","","100.91","","","","","","NA"
"2012-03-31 19:00","2012","03","31","19:00"," ","","M","","M","","M","17","","6","","","","100.91","","","","","","NA"
"2012-03-31 20:00","2012","03","31","20:00"," ","","M","","M","","M","15","","9","","","","100.88","","","","","","NA"
"2012-03-31 21:00","2012","03","31","21:00"," ","","M","","M","","M","25","","4","","","","100.88","","","","","","NA"
"2012-03-31 22:00","2012","03","31","22:00"," ","","M","","M","","M","","","0","","","","100.84","","","","","","NA"
"2012-03-31 23:00","2012","03","31","23:00"," ","","M","","M","","M","1","","4","","","","100.83","","","","","","NA"
